pk_cid,recency,ingesta,frequency,monetary_value,r_quartile,f_quartile,m_quartile,i_quartile,RFMScore,region_code,salary,age,gender,unidades_vendidas_total,em_acount,debit_card
1393051,403,395,14,920.0,4,1,1,1,411,28.0,83244.45000000001,46.0,2.0,2.0,1.0,1.0
1402082,345,334,12,920.0,4,1,1,1,411,11.0,113652.32033026773,33.0,1.0,2.0,0.0,1.0
1394024,396,365,13,920.0,4,1,1,1,411,41.0,63465.27,34.0,1.0,3.0,0.0,0.0
1391367,414,395,14,920.0,4,1,1,1,411,28.0,167265.75,57.0,1.0,2.0,1.0,1.0
1125662,403,395,14,920.0,4,1,1,1,411,28.0,109338.09,28.0,1.0,2.0,0.0,0.0
1390250,423,395,14,920.0,4,1,1,1,411,41.0,113652.32033026773,42.0,1.0,2.0,1.0,1.0
1390955,416,395,14,920.0,4,1,1,1,411,3.0,23456.04,31.0,2.0,2.0,1.0,1.0
1392811,406,395,14,920.0,4,1,1,1,411,8.0,113652.32033026773,50.0,1.0,2.0,0.0,1.0
1389553,429,395,14,920.0,4,1,1,1,411,48.0,113652.32033026773,32.0,2.0,2.0,0.0,1.0
1389414,429,395,14,920.0,4,1,1,1,411,45.0,73598.13,28.0,1.0,2.0,1.0,1.0
1385305,452,426,15,920.0,4,1,1,1,411,46.0,67703.37,44.0,2.0,2.0,1.0,1.0
1389435,429,395,14,920.0,4,1,1,1,411,28.0,150649.26,34.0,1.0,2.0,1.0,1.0
1398382,371,334,12,920.0,4,1,1,1,411,14.0,50564.43000000001,33.0,2.0,2.0,1.0,1.0
1393603,401,395,14,920.0,4,1,1,1,411,28.0,162710.61000000002,31.0,2.0,2.0,1.0,1.0
1387014,444,426,15,920.0,4,1,1,1,411,28.0,131619.81,44.0,2.0,2.0,1.0,1.0
1393176,403,395,14,920.0,4,1,1,1,411,23.0,113652.32033026773,59.0,2.0,2.0,1.0,1.0
1392322,408,395,14,920.0,4,1,1,1,411,28.0,65064.33,29.0,2.0,2.0,1.0,1.0
1399226,366,365,13,920.0,4,1,1,1,411,28.0,104811.45,22.0,2.0,3.0,0.0,0.0
1394045,396,395,14,920.0,4,1,1,1,411,28.0,51162.06,35.0,1.0,2.0,1.0,1.0
1392796,406,395,14,920.0,4,1,1,1,411,28.0,146933.01,34.0,2.0,2.0,1.0,1.0
1390325,423,395,14,920.0,4,1,1,1,411,39.0,79390.56,37.0,1.0,2.0,1.0,1.0
1394766,394,395,14,920.0,4,1,1,1,411,28.0,200811.24,35.0,2.0,2.0,1.0,1.0
1379755,480,454,16,920.0,4,1,1,1,411,28.0,133303.56,52.0,1.0,3.0,1.0,0.0
1393960,397,395,14,920.0,4,1,1,1,411,11.0,55570.23,46.5,1.0,2.0,1.0,1.0
1390436,422,395,14,920.0,4,1,1,1,411,12.0,94760.37,32.0,1.0,2.0,1.0,1.0
1393595,401,395,14,920.0,4,1,1,1,411,48.0,113652.32033026773,62.0,1.0,2.0,1.0,1.0
1380978,476,454,16,920.0,4,1,1,1,411,21.0,29790.30000000001,42.0,1.0,3.0,1.0,1.0
1390334,423,395,14,920.0,4,1,1,1,411,15.0,113652.32033026773,48.5,2.0,2.0,1.0,1.0
1399982,360,334,12,920.0,4,1,1,1,411,39.0,110136.36000000002,37.0,2.0,3.0,0.0,0.0
1378516,486,454,15,920.0,4,1,1,1,411,21.0,73543.02,29.0,2.0,3.0,0.0,0.0
1393562,401,395,14,920.0,4,1,1,1,411,41.0,64093.83,32.0,1.0,2.0,1.0,1.0
21719,414,395,14,920.0,4,1,1,1,411,28.0,97573.38,56.0,1.0,2.0,0.0,1.0
1381012,473,454,16,920.0,4,1,1,1,411,46.0,67275.95999999999,79.0,1.0,3.0,0.0,0.0
1376652,497,485,17,920.0,4,1,1,1,411,28.0,79001.64,58.0,1.0,3.0,0.0,0.0
1398503,371,365,13,920.0,4,1,1,1,411,35.0,52684.17,31.0,1.0,3.0,0.0,0.0
1376350,498,485,17,920.0,4,1,1,1,411,24.0,71184.99,66.0,1.0,3.0,0.0,0.0
1393033,403,395,14,920.0,4,1,1,1,411,47.0,65127.69,29.0,2.0,2.0,1.0,1.0
1393913,399,395,14,920.0,4,1,1,1,411,11.0,76356.51,32.0,2.0,2.0,1.0,1.0
1374770,505,485,17,920.0,4,1,1,1,411,28.0,57033.27,23.0,2.0,3.0,0.0,0.0
1393461,401,365,13,920.0,4,1,1,1,411,24.0,47428.41,35.0,2.0,3.0,0.0,0.0
1390978,416,395,14,920.0,4,1,1,1,411,46.0,113652.32033026773,65.0,2.0,2.0,1.0,1.0
1396108,385,365,13,920.0,4,1,1,1,411,3.0,29992.89,31.0,1.0,2.0,0.0,1.0
1389353,429,426,15,920.0,4,1,1,1,411,28.0,156816.75,58.0,1.0,3.0,1.0,0.0
1382233,470,454,16,920.0,4,1,1,1,411,39.0,113652.32033026773,28.0,2.0,2.0,1.0,1.0
1389854,427,426,15,920.0,4,1,1,1,411,28.0,82346.52,33.0,2.0,2.0,0.0,1.0
1387469,442,426,15,920.0,4,1,1,1,411,29.0,113652.32033026773,37.0,1.0,3.0,0.0,0.0
1421053,303,304,11,920.0,4,1,1,2,411,46.0,113652.32033026773,27.0,1.0,4.0,0.0,1.0
1388458,435,395,14,920.0,4,1,1,1,411,29.0,63653.22,33.0,2.0,2.0,1.0,1.0
1394064,396,395,14,920.0,4,1,1,1,411,49.0,88699.79999999997,36.0,2.0,2.0,1.0,1.0
1399957,361,334,12,920.0,4,1,1,1,411,28.0,547727.13,49.0,1.0,2.5,1.0,0.5
1390962,416,395,14,920.0,4,1,1,1,411,41.0,61687.68000000001,50.0,2.0,2.0,1.0,1.0
1392208,409,395,14,920.0,4,1,1,1,411,19.0,108530.22,29.0,2.0,2.0,1.0,1.0
1383533,463,454,16,920.0,4,1,1,1,411,34.0,80291.01,43.0,1.0,3.0,0.0,0.0
1387349,442,395,14,920.0,4,1,1,1,411,8.0,158569.05,41.0,2.0,2.0,1.0,1.0
1392753,406,395,14,920.0,4,1,1,1,411,18.0,74904.75,58.0,2.0,2.0,1.0,1.0
1390238,423,395,14,920.0,4,1,1,1,411,28.0,73381.14,33.0,2.0,2.0,1.0,1.0
1380429,477,454,16,910.0,4,1,1,1,411,28.0,93006.15,39.0,2.0,3.0,0.0,0.0
1402805,339,334,12,910.0,4,1,1,1,411,28.0,293185.5,27.0,2.0,3.0,0.0,1.0
1393335,402,395,14,910.0,4,1,1,1,411,2.0,79999.20000000001,33.0,1.0,2.0,1.0,1.0
1395567,388,365,13,910.0,4,1,1,1,411,12.0,113652.32033026773,52.0,1.0,2.0,1.0,1.0
1394080,396,365,13,910.0,4,1,1,1,411,39.0,51874.17,43.0,2.0,2.0,1.0,1.0
1395437,388,365,13,910.0,4,1,1,1,411,28.0,58720.17,50.0,1.0,2.0,1.0,1.0
1403822,332,304,11,910.0,4,1,1,2,411,46.0,78658.23,31.0,2.0,3.0,0.0,0.0
1395749,387,365,13,910.0,4,1,1,1,411,41.0,48463.23,61.0,1.0,2.0,1.0,1.0
1383864,462,454,16,910.0,4,1,1,1,411,28.0,79208.52,39.0,2.0,2.0,0.0,1.0
1396512,382,365,13,910.0,4,1,1,1,411,37.0,113652.32033026773,40.0,2.0,2.0,1.0,1.0
1383265,464,454,16,910.0,4,1,1,1,411,8.0,84431.01,52.5,1.0,3.0,0.0,0.0
1391298,415,395,14,910.0,4,1,1,1,411,14.0,259872.6,32.0,2.0,2.0,1.0,1.0
1377890,490,485,17,910.0,4,1,1,1,411,46.0,42507.99,36.0,2.0,3.0,0.0,0.0
1388846,431,426,15,910.0,4,1,1,1,411,8.0,115393.83,38.0,2.0,2.0,1.0,1.0
1377906,490,485,17,910.0,4,1,1,1,411,8.0,113652.32033026773,55.0,2.0,3.0,0.0,0.0
1395345,389,365,13,910.0,4,1,1,1,411,28.0,113652.32033026773,50.0,1.0,2.0,1.0,1.0
1378183,487,454,16,910.0,4,1,1,1,411,30.0,60661.56,28.0,1.0,3.0,0.0,0.0
1378549,486,485,17,910.0,4,1,1,1,411,28.0,30858.93,39.0,1.0,3.0,0.0,0.0
1411542,310,304,11,910.0,4,1,1,2,411,2.0,99666.09,33.0,1.0,2.0,1.0,1.0
1395029,389,365,13,910.0,4,1,1,1,411,40.0,51668.85000000001,38.0,2.0,2.0,1.0,1.0
1393693,400,395,14,910.0,4,1,1,1,411,28.0,149308.98,49.0,2.0,2.0,1.0,1.0
1398548,368,365,13,910.0,4,1,1,1,411,28.0,98302.53,20.0,1.0,4.0,0.0,0.0
1374111,508,485,17,910.0,4,1,1,1,411,28.0,148399.02,43.0,2.0,2.0,1.0,0.0
1393680,400,365,13,910.0,4,1,1,1,411,28.0,78802.62,28.0,1.0,2.0,1.0,1.0
1390194,424,365,13,910.0,4,1,1,1,411,41.0,111491.28,41.0,2.0,3.0,1.0,1.0
1386727,445,426,15,910.0,4,1,1,1,411,17.0,124460.85,49.0,2.0,3.0,0.0,0.0
1384793,457,454,16,910.0,4,1,1,1,411,28.0,77141.52,20.0,2.0,2.0,1.0,1.0
1390973,416,395,14,910.0,4,1,1,1,411,29.0,72382.08,32.0,1.0,2.0,1.0,1.0
1396342,382,365,13,910.0,4,1,1,1,411,30.0,113652.32033026773,44.0,2.0,2.0,1.0,1.0
1390223,423,395,14,910.0,4,1,1,1,411,45.0,42222.75,32.5,2.0,2.0,1.0,1.0
1379828,479,454,16,910.0,4,1,1,1,411,41.0,105262.56,40.0,2.0,2.0,1.0,1.0
1396815,380,365,13,910.0,4,1,1,1,411,15.0,113652.32033026773,39.0,2.0,2.0,1.0,1.0
1401868,346,304,11,910.0,4,1,1,2,411,37.0,42271.83,41.0,2.0,3.0,1.0,1.0
1379779,480,454,11,910.0,4,1,1,1,411,48.0,113652.32033026773,38.0,2.0,3.0,1.0,0.0
1387221,443,365,13,910.0,4,1,1,1,411,8.0,113652.32033026773,41.0,1.0,2.0,1.0,1.0
1394738,394,365,13,910.0,4,1,1,1,411,28.0,149666.43,43.0,1.0,2.0,1.0,1.0
1375035,504,485,17,910.0,4,1,1,1,411,28.0,95212.77,43.0,1.0,2.0,1.0,1.0
1390925,416,395,14,910.0,4,1,1,1,411,25.0,39883.35000000001,28.0,2.0,2.0,1.0,1.0
1393127,403,365,13,910.0,4,1,1,1,411,28.0,91109.67,45.0,1.0,2.0,1.0,1.0
1392341,408,395,14,910.0,4,1,1,1,411,28.0,142783.74,30.0,2.0,2.0,1.0,1.0
1394758,394,365,13,910.0,4,1,1,1,411,28.0,109566.51,34.0,1.0,2.0,1.0,1.0
1401114,352,304,11,910.0,4,1,1,2,411,12.0,67781.45999999999,32.0,1.0,2.0,0.0,1.0
1387142,443,395,14,910.0,4,1,1,1,411,8.0,194015.76,29.0,2.0,2.0,1.0,1.0
1394768,394,365,13,910.0,4,1,1,1,411,19.0,108359.97,34.0,2.0,3.0,1.0,1.0
1387682,438,395,14,910.0,4,1,1,1,411,28.0,56127.87,31.0,1.0,3.0,0.0,0.0
1389163,430,426,15,910.0,4,1,1,1,411,43.0,113652.32033026773,40.0,2.0,2.0,0.0,0.0
1389230,430,395,14,910.0,4,1,1,1,411,28.0,117741.84,28.0,1.0,2.0,0.0,1.0
1394435,395,365,13,910.0,4,1,1,1,411,28.0,118056.12,34.0,2.0,2.0,1.0,1.0
1392863,406,395,14,910.0,4,1,1,1,411,28.0,148707.87,35.5,1.0,2.0,1.0,1.0
1374502,506,485,17,910.0,4,1,1,1,411,41.0,148349.40000000002,27.0,2.0,3.0,0.0,0.0
1386253,449,426,15,910.0,4,1,1,1,411,26.0,128946.27,37.0,1.0,2.0,1.0,1.0
1406060,319,304,11,910.0,4,1,1,2,411,28.0,49799.13,28.0,2.0,2.0,0.0,1.0
1384359,458,454,16,910.0,4,1,1,1,411,18.0,102488.01,28.0,2.0,2.0,1.0,1.0
1419188,304,304,11,910.0,4,1,1,2,411,18.0,76714.74,28.0,1.0,3.0,1.0,1.0
1391781,410,395,14,910.0,4,1,1,1,411,28.0,146385.93,50.0,2.0,2.0,1.0,0.0
1390137,424,426,15,910.0,4,1,1,1,411,28.0,577996.6499999999,29.0,2.0,3.0,0.0,0.0
1410078,311,304,11,910.0,4,1,1,2,411,28.0,126689.37,54.0,2.0,3.0,1.0,0.0
1406114,319,304,11,910.0,4,1,1,2,411,35.0,32277.06,34.0,2.0,2.0,1.0,1.0
1394456,395,365,13,910.0,4,1,1,1,411,6.0,25028.85,66.0,2.0,2.0,1.0,1.0
1387708,438,426,15,910.0,4,1,1,1,411,28.0,87602.73,31.0,1.0,2.0,1.0,1.0
1389186,430,395,14,910.0,4,1,1,1,411,23.0,25632.12000000001,50.0,2.0,2.5,0.0,0.5
1386492,448,426,15,910.0,4,1,1,1,411,14.0,71633.76,33.0,1.0,3.0,0.0,0.0
1378809,485,454,16,900.0,4,1,1,1,411,3.0,37507.11,28.0,2.0,3.0,0.0,0.0
1378141,487,485,17,900.0,4,1,1,1,411,8.0,214147.44,68.0,2.0,3.0,1.0,0.0
1078964,455,426,15,900.0,4,1,1,1,411,8.0,32891.28,82.0,1.0,1.0,0.0,0.0
1393371,402,395,14,900.0,4,1,1,1,411,26.0,113652.32033026773,47.0,1.0,3.0,1.0,1.0
1377945,490,485,17,900.0,4,1,1,1,411,28.0,101866.8,82.0,1.0,2.0,1.0,0.0
1380499,477,454,16,900.0,4,1,1,1,411,18.0,123522.78,43.0,2.0,2.0,1.0,1.0
1389665,428,426,15,900.0,4,1,1,1,411,28.0,59161.98,40.0,1.0,3.0,0.0,0.0
1294907,440,426,15,900.0,4,1,1,1,411,15.0,93104.82,42.0,1.0,3.0,0.0,0.0
1399643,361,334,12,900.0,4,1,1,1,411,20.0,113652.32033026773,28.0,2.0,2.0,1.0,1.0
1390869,417,395,14,900.0,4,1,1,1,411,41.0,51412.74000000001,53.0,1.0,2.0,1.0,1.0
1399044,367,365,13,900.0,4,1,1,1,411,17.0,210076.2,24.0,1.0,2.0,0.0,1.0
1385002,438,426,15,900.0,4,1,1,1,411,28.0,61481.22,43.0,1.0,1.0,0.0,0.0
1367710,473,426,15,900.0,4,1,1,1,411,25.0,69373.70999999999,51.0,1.0,1.0,0.0,0.0
1389727,428,395,14,900.0,4,1,1,1,411,10.0,69266.88,36.0,1.0,1.5,0.0,1.0
1263501,471,426,15,900.0,4,1,1,1,411,4.0,79800.39,36.0,2.0,1.0,0.0,0.0
1389410,429,395,14,900.0,4,1,1,1,411,13.0,63939.54,46.0,2.0,2.0,1.0,1.0
391068,478,454,16,900.0,4,1,1,1,411,28.0,69461.1,65.0,2.0,2.0,1.0,0.0
1400880,353,334,12,900.0,4,1,1,1,411,28.0,105811.98,29.0,1.0,2.0,0.5,0.0
1388692,434,365,13,900.0,4,1,1,1,411,28.0,90653.13,32.0,2.0,2.0,1.0,1.0
1402965,338,334,12,900.0,4,1,1,1,411,3.0,244228.59,33.0,2.0,2.0,0.0,1.0
1395335,389,365,13,900.0,4,1,1,1,411,39.0,162008.97,47.0,2.0,2.0,0.0,1.0
1402632,340,334,12,900.0,4,1,1,1,411,41.0,84052.95000000001,32.0,2.0,2.0,0.0,1.0
1383856,462,365,13,900.0,4,1,1,1,411,15.0,81289.41,46.0,2.0,2.0,1.0,1.0
1390174,424,365,13,900.0,4,1,1,1,411,48.0,113652.32033026773,29.0,1.0,2.0,0.0,1.0
1396586,381,365,13,900.0,4,1,1,1,411,28.0,115747.98,45.0,1.0,2.0,0.0,1.0
1387629,441,426,15,900.0,4,1,1,1,411,14.0,72124.17,40.0,1.0,2.0,1.0,1.0
1242225,457,426,15,900.0,4,1,1,1,411,46.0,47143.62,29.0,1.0,1.0,0.0,0.0
1398060,373,365,13,900.0,4,1,1,1,411,28.0,113652.32033026773,25.0,1.0,2.0,0.0,1.0
1399767,361,334,12,900.0,4,1,1,1,411,18.0,74460.95999999999,29.0,1.0,2.5,0.5,1.0
1377535,492,485,17,900.0,4,1,1,1,411,40.0,113652.32033026773,31.0,2.0,1.0,1.0,1.0
1398053,373,365,13,900.0,4,1,1,1,411,8.0,58576.17,38.0,2.0,2.0,0.0,1.0
1394680,394,365,13,900.0,4,1,1,1,411,28.0,164913.63,31.0,1.0,2.0,1.0,1.0
1400852,353,334,12,900.0,4,1,1,1,411,4.0,100970.55,55.0,1.0,2.5,1.0,1.0
1407271,316,304,11,900.0,4,1,1,2,411,29.0,117224.07,33.0,2.0,2.0,0.0,1.0
61578,457,426,15,900.0,4,1,1,1,411,8.0,196915.95,57.0,1.0,1.0,0.0,0.0
1392460,408,395,14,900.0,4,1,1,1,411,28.0,310560.30000000005,30.0,2.0,2.0,1.0,1.0
1121499,478,426,15,900.0,4,1,1,1,411,8.0,2360533.5,39.0,1.0,1.0,0.0,0.0
1379811,479,454,16,900.0,4,1,1,1,411,19.0,174175.16999999998,45.0,1.0,3.0,1.0,0.0
1390165,424,395,14,900.0,4,1,1,1,411,28.0,87718.98,31.0,2.0,3.0,0.0,0.0
1344808,501,485,16,900.0,4,1,1,1,411,28.0,74798.76,32.5,2.0,1.0,0.0,0.0
1421140,303,304,11,900.0,4,1,1,2,411,43.0,2563287.6,39.0,2.0,2.0,1.0,1.0
1379075,484,485,17,900.0,4,1,1,1,411,20.0,113652.32033026773,54.0,2.0,2.0,1.0,0.0
1385617,452,426,15,900.0,4,1,1,1,411,35.0,44812.05,36.0,1.0,3.0,0.0,0.0
1391390,414,395,14,900.0,4,1,1,1,411,28.0,162618.99,30.0,2.0,3.0,0.0,0.0
1396483,382,365,13,900.0,4,1,1,1,411,43.0,113652.32033026773,33.0,2.0,2.0,0.0,1.0
1404550,328,304,11,900.0,4,1,1,2,411,8.0,247841.49,82.0,2.0,3.0,1.0,1.0
1380970,476,454,16,900.0,4,1,1,1,411,18.0,154817.09999999998,57.0,1.0,2.0,0.0,0.0
1391850,410,395,14,900.0,4,1,1,1,411,3.0,116416.71,37.0,2.0,3.0,1.0,1.0
1379091,484,485,17,900.0,4,1,1,1,411,20.0,113652.32033026773,86.0,2.0,2.0,1.0,0.0
641438,401,365,13,890.0,4,1,1,1,411,45.0,73460.13,84.0,1.0,2.0,1.0,0.0
1381736,472,454,16,890.0,4,1,1,1,411,30.0,61700.19,45.0,1.0,2.0,1.0,0.0
1378778,485,485,17,890.0,4,1,1,1,411,39.0,194068.8,29.0,1.0,2.0,1.0,1.0
1392893,403,395,14,890.0,4,1,1,1,411,28.0,207866.73,52.5,2.0,2.0,1.0,1.0
1384299,458,454,16,890.0,4,1,1,1,411,28.0,338842.17,65.0,2.0,3.0,1.0,0.0
1382245,470,454,16,890.0,4,1,1,1,411,21.0,57382.5,31.0,2.0,3.0,0.0,0.0
1375487,501,485,17,890.0,4,1,1,1,411,28.0,118656.99,32.0,2.0,2.0,1.0,1.0
1403195,337,304,11,890.0,4,1,1,2,411,28.0,65054.55,44.0,2.0,4.0,0.0,1.0
1379729,480,454,16,890.0,4,1,1,1,411,27.0,65135.01,44.0,1.0,1.5,1.0,1.0
1374651,506,485,17,890.0,4,1,1,1,411,30.0,41418.36,38.0,2.0,2.0,1.0,1.0
1390428,422,395,14,890.0,4,1,1,1,411,35.0,78664.86,47.0,2.0,2.0,0.0,1.0
1375163,504,485,17,890.0,4,1,1,1,411,36.0,82502.16,32.0,2.0,2.0,1.0,1.0
1392214,409,395,14,890.0,4,1,1,1,411,35.0,113652.32033026773,37.0,2.0,2.0,0.0,1.0
1393524,401,365,13,890.0,4,1,1,1,411,2.0,89298.95999999998,30.0,2.0,2.0,1.0,1.0
1377129,493,485,17,890.0,4,1,1,1,411,3.0,70296.66,32.0,2.0,2.0,1.0,1.0
1374169,508,485,17,890.0,4,1,1,1,411,50.0,427992.87,28.0,2.0,2.0,1.0,1.0
1375850,500,485,17,890.0,4,1,1,1,411,46.0,74545.44,42.0,2.0,2.0,1.0,1.0
1403357,336,304,11,890.0,4,1,1,2,411,28.0,113652.32033026773,35.0,2.0,2.0,1.0,1.0
1407253,316,304,11,890.0,4,1,1,2,411,8.0,66522.75,36.0,2.0,4.0,0.0,1.0
1378604,486,485,17,890.0,4,1,1,1,411,28.0,50806.68000000001,54.0,1.0,2.0,0.0,1.0
1394935,393,365,13,890.0,4,1,1,1,411,28.0,133582.16999999998,34.0,1.0,2.0,1.0,1.0
1394937,393,365,13,890.0,4,1,1,1,411,29.0,113652.32033026773,28.0,2.0,2.0,0.0,1.0
1374450,506,485,17,890.0,4,1,1,1,411,28.0,178021.88999999996,32.0,2.0,2.0,1.0,1.0
1393346,402,395,14,890.0,4,1,1,1,411,28.0,68592.33,28.0,1.0,2.0,0.0,0.0
1398036,373,365,13,890.0,4,1,1,1,411,15.0,58436.10000000001,41.0,1.0,2.0,0.0,1.0
1388965,431,426,15,890.0,4,1,1,1,411,12.0,192023.52,57.0,2.0,2.0,0.0,1.0
1404424,329,304,11,890.0,4,1,1,2,411,28.0,457189.26,35.0,2.0,2.0,1.0,1.0
1376855,494,485,17,890.0,4,1,1,1,411,33.0,122004.96,31.0,1.0,2.0,1.0,1.0
1377780,491,485,17,890.0,4,1,1,1,411,50.0,273773.46,51.0,2.0,2.0,1.0,1.0
1379231,483,454,16,890.0,4,1,1,1,411,46.0,58659.27,53.0,1.0,3.0,1.0,0.0
1374690,506,485,17,890.0,4,1,1,1,411,29.0,144968.40000000002,46.0,1.0,2.0,1.0,1.0
1376797,494,485,17,890.0,4,1,1,1,411,35.0,50545.31999999999,40.0,2.0,2.0,1.0,1.0
1397077,379,334,12,890.0,4,1,1,1,411,28.0,153820.77,30.0,1.0,2.0,1.0,1.0
1394073,396,365,13,890.0,4,1,1,1,411,28.0,52367.25,28.0,1.0,4.0,0.0,0.0
1374357,508,485,17,890.0,4,1,1,1,411,19.0,98121.54,32.0,2.0,2.0,1.0,1.0
148406,478,454,16,890.0,4,1,1,1,411,9.0,114469.35,47.0,2.0,2.0,1.0,0.0
1374240,508,485,17,890.0,4,1,1,1,411,30.0,48903.72,40.0,2.0,2.0,1.0,1.0
1382986,465,454,16,890.0,4,1,1,1,411,28.0,160270.59,67.0,2.0,2.0,1.0,0.0
1395703,387,365,13,890.0,4,1,1,1,411,28.0,43175.16,36.0,2.0,3.0,0.0,0.0
1374568,506,485,17,890.0,4,1,1,1,411,46.0,25551.12000000001,55.0,2.0,2.0,1.0,1.0
1399462,364,365,13,890.0,4,1,1,1,411,28.0,153269.91,41.0,1.0,3.0,0.0,0.0
470836,501,485,17,890.0,4,1,1,1,411,5.0,113652.32033026773,53.0,1.0,2.0,1.0,1.0
1401004,353,334,12,890.0,4,1,1,1,411,8.0,142806.96,35.0,2.0,2.0,0.0,1.0
1394247,396,365,13,890.0,4,1,1,1,411,35.0,59087.4,34.0,2.0,2.0,1.0,1.0
1395268,389,365,13,890.0,4,1,1,1,411,12.0,79718.81999999999,44.0,2.0,2.0,1.0,1.0
1375715,501,485,17,890.0,4,1,1,1,411,42.0,39572.79,101.0,1.0,3.0,1.0,0.0
1389763,427,426,15,890.0,4,1,1,1,411,7.0,88234.02,45.0,2.0,2.0,1.0,1.0
1378559,486,485,17,890.0,4,1,1,1,411,46.0,47603.19,44.0,1.0,2.0,1.0,1.0
1377647,491,365,13,890.0,4,1,1,1,411,28.0,163644.81,33.0,2.0,3.0,1.0,1.0
1399726,361,334,12,890.0,4,1,1,1,411,28.0,40848.75,52.0,2.0,1.5,0.0,0.5
1383767,462,454,16,880.0,4,1,1,1,411,8.0,113652.32033026773,33.0,2.0,2.0,1.0,1.0
1374437,506,485,17,880.0,4,1,1,1,411,13.0,63432.39,31.0,2.0,2.0,1.0,1.0
1378509,486,454,16,880.0,4,1,1,1,411,11.0,54382.11,44.0,2.0,2.0,1.0,1.0
1384138,459,454,16,880.0,4,1,1,1,411,28.0,135963.75,31.0,2.0,2.0,1.0,1.0
1378117,487,485,17,880.0,4,1,1,1,411,18.0,106223.85,43.0,2.0,2.0,1.0,0.0
1396682,381,365,13,880.0,4,1,1,1,411,29.0,56403.60000000001,28.0,2.0,3.0,0.0,0.0
1384441,458,454,16,880.0,4,1,1,1,411,3.0,45238.86,54.0,2.0,2.0,1.0,1.0
1405594,322,304,11,880.0,4,1,1,2,411,28.0,407458.0500000001,46.0,2.0,3.0,0.0,1.0
1390716,417,395,14,880.0,4,1,1,1,411,17.0,88264.20000000003,47.0,2.0,3.0,0.0,0.0
1380751,476,454,16,880.0,4,1,1,1,411,50.0,89967.81,66.0,1.0,2.0,1.0,0.0
1375597,501,454,16,880.0,4,1,1,1,411,28.0,285293.61,41.0,1.0,2.0,1.0,1.0
1396596,381,365,13,880.0,4,1,1,1,411,8.0,50837.55,50.0,1.0,3.0,1.0,1.0
1384000,459,454,16,880.0,4,1,1,1,411,36.0,106027.41,34.0,2.0,2.0,1.0,1.0
1381216,473,454,16,880.0,4,1,1,1,411,6.0,43993.08,70.0,1.0,2.0,1.0,1.0
1405440,323,304,11,880.0,4,1,1,2,411,41.0,223992.18,32.0,2.0,3.0,0.0,1.0
1414499,308,304,11,880.0,4,1,1,2,411,28.0,126057.18,47.0,1.0,3.0,0.0,1.0
1384240,459,454,16,880.0,4,1,1,1,411,19.0,81381.09,42.5,2.0,2.0,1.0,1.0
1393131,403,395,14,880.0,4,1,1,1,411,3.0,25538.67,31.0,1.0,2.0,1.0,1.0
1380196,478,454,16,880.0,4,1,1,1,411,26.0,113652.32033026773,36.0,2.0,2.0,1.0,1.0
1403994,331,304,11,880.0,4,1,1,2,411,3.0,113652.32033026773,71.0,2.0,4.0,1.0,1.0
1393868,398,395,14,880.0,4,1,1,1,411,28.0,113652.32033026773,50.0,2.0,2.0,1.0,1.0
1401142,352,334,12,880.0,4,1,1,1,411,46.0,137149.77,69.0,2.0,2.5,1.0,1.0
1386425,448,426,15,880.0,4,1,1,1,411,3.0,80635.47,34.0,1.0,2.0,1.0,1.0
1376362,498,485,17,880.0,4,1,1,1,411,9.0,93323.52,30.0,2.0,2.0,1.0,1.0
1380444,477,454,16,880.0,4,1,1,1,411,14.0,66611.1,32.0,2.0,3.0,1.0,0.0
879319,497,485,17,880.0,4,1,1,1,411,33.0,137056.8,50.0,1.0,1.0,0.0,0.0
1388844,431,395,14,880.0,4,1,1,1,411,19.0,60312.84,32.0,1.0,3.0,0.0,0.0
1380414,478,454,16,880.0,4,1,1,1,411,28.0,98062.98,38.0,1.0,2.0,1.0,1.0
1379055,484,454,16,880.0,4,1,1,1,411,45.0,46552.38,36.0,2.0,2.0,1.0,1.0
1380380,478,454,16,880.0,4,1,1,1,411,20.0,113652.32033026773,26.0,1.0,2.0,1.0,1.0
1383542,463,454,16,880.0,4,1,1,1,411,46.0,113652.32033026773,37.0,2.0,2.0,1.0,1.0
1418499,305,304,11,880.0,4,1,1,2,411,39.0,62006.52,20.0,1.0,3.0,0.0,1.0
1376554,497,485,17,880.0,4,1,1,1,411,28.0,73094.58,42.0,2.0,3.0,0.0,0.0
1388454,435,395,14,880.0,4,1,1,1,411,30.0,37439.19,35.0,1.0,3.0,0.0,0.0
734022,497,454,16,880.0,4,1,1,1,411,18.0,86272.04999999999,43.0,2.0,2.0,1.0,0.0
1378891,484,454,16,880.0,4,1,1,1,411,7.0,75931.98,35.0,2.0,2.0,1.0,1.0
1398139,372,365,13,880.0,4,1,1,1,411,28.0,73834.02,53.0,2.0,3.0,1.0,1.0
1378756,485,485,17,880.0,4,1,1,1,411,28.0,68361.45000000001,31.0,1.0,3.0,0.0,0.0
1379441,480,454,16,880.0,4,1,1,1,411,28.0,194536.05,41.0,2.0,2.0,0.0,0.0
1377435,492,454,16,880.0,4,1,1,1,411,46.0,77990.4,38.0,2.0,2.0,1.0,1.0
1398404,371,334,12,880.0,4,1,1,1,411,28.0,92922.99,55.0,2.0,2.0,0.0,1.0
